"States","year","crimeRate","recidivismRate","decriminalizedMarijuana","legalizedMedicinalMarijuana","legalizedRecreationalMarijuana","population","alcoholism","medianHouseholdIncome","unemploymentRate","Percent of Population Male","Percent of Population Female","Percent of Population with High School Diploma","Percent of Population with a Bachelors Degree or more","Percent population White","Percent population Black or African American","Percent population Hispanic","Percent of Population Asian","Percent of Population American Indian/Alaska Native","Percent of Population Native Hawaiian or other Pacific Islander","Percent Multiple Races","Percent of Population 0-18","Percent of Population 19-25","Percent of Population 26-34","Percent of Population 35-54","Percent of Population 55-64","Percent of Population 65+"
"North Carolina",2013,3444.21625240623,40.7,"no","no","no",9848917,14,41208,9.1,48.5,51.5,88,31,62.7,20.9,9.7,2.9,"1.1000000000000001","<1.0",2.6,0.225,0.097,0.12,0.252,0.133,0.172
"North Carolina",2012,3724.29671276124,NA,"no","no","no",9748364,NA,NA,NA,48.5,51.5,88,31,62.7,20.9,9.7,2.9,"1.1000000000000001","<1.0",2.6,0.225,0.097,0.12,0.252,0.133,0.172
"North Carolina",2011,3846.47226332576,40,"no","no","no",9651103,12,45206,10.5,48.5,51.5,88,31,62.7,20.9,9.7,2.9,"1.1000000000000001","<1.0",2.6,0.225,0.097,0.12,0.252,0.133,0.172
"North Carolina",2010,3806.19344672944,38,"no","no","no",9560234,12.9,43830,10.6,48.5,51.5,88,31,62.7,20.9,9.7,2.9,"1.1000000000000001","<1.0",2.6,0.225,0.097,0.12,0.252,0.133,0.172
"North Carolina",2009,4072.3987206323,NA,"No","No","No",9380884,12.6,41906,10.6,48.5,51.5,88,31,62.7,20.9,9.7,2.9,"1.1000000000000001","<1.0",2.6,0.225,0.097,0.12,0.252,0.133,0.172
"North Carolina",2008,4511.40016052196,NA,"No","No","No",9222414,11.8,42930,6.3,48.5,51.5,88,31,62.7,20.9,9.7,2.9,"1.1000000000000001","<1.0",2.6,0.225,0.097,0.12,0.252,0.133,0.172
"North Carolina",2007,4553.74178128937,41.1,"No","No","No",9061032,NA,NA,NA,48.5,51.5,88,31,62.7,20.9,9.7,2.9,"1.1000000000000001","<1.0",2.6,0.225,0.097,0.12,0.252,0.133,0.172
"North Dakota",2020,2453.12677624332,NA,"no","yes","no",765309,23.9,65315,8.3,51,49,93,30,84.1,2.4,4,1.4,"5.2","N/A",2.6,0.248,0.104,0.137,0.22,0.122,0.169
"North Dakota",2019,2300.8311903253,40,"no","yes","no",763724,23.6,64600,2.3,51,49,93,30,84.1,2.4,4,1.4,"5.2","N/A",2.6,0.248,0.104,0.137,0.22,0.122,0.169
"North Dakota",2018,2344.7393414943,NA,"no","yes","no",758080,24.8,66505,2.6,51,49,93,30,84.1,2.4,4,1.4,"5.2","N/A",2.6,0.248,0.104,0.137,0.22,0.122,0.169
"North Dakota",2017,2433.86972043603,40,"no","yes","no",755176,26.4,59886,2.8,51,49,93,30,84.1,2.4,4,1.4,"5.2","N/A",2.6,0.248,0.104,0.137,0.22,0.122,0.169
"North Dakota",2016,2561.84914790324,40.3,"no","yes","no",755548,25.8,60184,3.2,51,49,93,30,84.1,2.4,4,1.4,"5.2","N/A",2.6,0.248,0.104,0.137,0.22,0.122,0.169
"North Dakota",2015,2598.32063791976,NA,"no","no","no",756835,25.8,57415,2.6,51,49,93,30,84.1,2.4,4,1.4,"5.2","N/A",2.6,0.248,0.104,0.137,0.22,0.122,0.169
"North Dakota",2014,2413.11280471326,NA,"no","no","no",740040,25.3,60730,2.7,51,49,93,30,84.1,2.4,4,1.4,"5.2","N/A",2.6,0.248,0.104,0.137,0.22,0.122,0.169
"North Dakota",2013,2394.81002463194,NA,"no","no","no",723857,25.8,52888,3,51,49,93,30,84.1,2.4,4,1.4,"5.2","N/A",2.6,0.248,0.104,0.137,0.22,0.122,0.169
"North Dakota",2012,2284.18253498635,NA,"no","no","no",701345,NA,NA,NA,51,49,93,30,84.1,2.4,4,1.4,"5.2","N/A",2.6,0.248,0.104,0.137,0.22,0.122,0.169
"North Dakota",2011,2195.43184274323,35,"no","no","no",684740,20.1,56361,3.5,51,49,93,30,84.1,2.4,4,1.4,"5.2","N/A",2.6,0.248,0.104,0.137,0.22,0.122,0.169
"North Dakota",2010,2009.69718171024,35,"no","no","no",674629,21.5,51006,3.9,51,49,93,30,84.1,2.4,4,1.4,"5.2","N/A",2.6,0.248,0.104,0.137,0.22,0.122,0.169
"North Dakota",2009,2133.43557333762,NA,"No","No","No",646844,22.4,50075,4.3,51,49,93,30,84.1,2.4,4,1.4,"5.2","N/A",2.6,0.248,0.104,0.137,0.22,0.122,0.169
"North Dakota",2008,2060.85605029611,NA,"No","No","No",641481,22.2,49631,3.2,51,49,93,30,84.1,2.4,4,1.4,"5.2","N/A",2.6,0.248,0.104,0.137,0.22,0.122,0.169
"North Dakota",2007,2031.99862438742,39.6,"No","No","No",639715,NA,NA,NA,51,49,93,30,84.1,2.4,4,1.4,"5.2","N/A",2.6,0.248,0.104,0.137,0.22,0.122,0.169
"Nebraska",2020,2243.2430200583,30,"No","No","No",1937552,21.9,63015,8.2,50.1,49.9,91,32,78.5,4.8,11.3,2.4,"0.8","N/A",2.1,0.256,0.105,0.123,0.247,0.11,0.158
"Nebraska",2019,2351.27195844292,30,"No","No","No",1932571,22.2,63200,3,50.1,49.9,91,32,78.5,4.8,11.3,2.4,"0.8","N/A",2.1,0.256,0.105,0.123,0.247,0.11,0.158
"Nebraska",2018,2377.21578675685,NA,"No","No","No",1925614,21.7,67575,2.9,50.1,49.9,91,32,78.5,4.8,11.3,2.4,"0.8","N/A",2.1,0.256,0.105,0.123,0.247,0.11,0.158
"Nebraska",2017,2598.85532508507,NA,"No","No","No",1917575,21.1,59619,3,50.1,49.9,91,32,78.5,4.8,11.3,2.4,"0.8","N/A",2.1,0.256,0.105,0.123,0.247,0.11,0.158
"Nebraska",2016,2561.22474120663,31,"No","No","No",1907603,20.5,59374,3,50.1,49.9,91,32,78.5,4.8,11.3,2.4,"0.8","N/A",2.1,0.256,0.105,0.123,0.247,0.11,0.158
"Nebraska",2015,2522.17144154634,NA,"No","No","No",1893765,21.3,60474,2.9,50.1,49.9,91,32,78.5,4.8,11.3,2.4,"0.8","N/A",2.1,0.256,0.105,0.123,0.247,0.11,0.158
"Nebraska",2014,2800.18906201872,NA,"No","No","No",1882980,21,56870,3.5,50.1,49.9,91,32,78.5,4.8,11.3,2.4,"0.8","N/A",2.1,0.256,0.105,0.123,0.247,0.11,0.158
"Nebraska",2013,2897.10530244215,NA,"No","No","No",1868969,23,53774,3.8,50.1,49.9,91,32,78.5,4.8,11.3,2.4,"0.8","N/A",2.1,0.256,0.105,0.123,0.247,0.11,0.158
"Nebraska",2012,3018.56792518932,NA,"No","No","No",1855350,NA,NA,NA,50.1,49.9,91,32,78.5,4.8,11.3,2.4,"0.8","N/A",2.1,0.256,0.105,0.123,0.247,0.11,0.158
"Nebraska",2011,3016.2292086673,NA,"No","No","No",1842234,18.7,55616,4.4,50.1,49.9,91,32,78.5,4.8,11.3,2.4,"0.8","N/A",2.1,0.256,0.105,0.123,0.247,0.11,0.158
"Nebraska",2010,2946.22108351214,33.6,"No","No","No",1830141,18.5,52504,4.7,50.1,49.9,91,32,78.5,4.8,11.3,2.4,"0.8","N/A",2.1,0.256,0.105,0.123,0.247,0.11,0.158
"Nebraska",2009,3043.10485417331,NA,"No","No","No",1796619,18.6,49595,4.6,50.1,49.9,91,32,78.5,4.8,11.3,2.4,"0.8","N/A",2.1,0.256,0.105,0.123,0.247,0.11,0.158
"Nebraska",2008,3182.29122276599,NA,"No","No","No",1783432,18,50728,3.3,50.1,49.9,91,32,78.5,4.8,11.3,2.4,"0.8","N/A",2.1,0.256,0.105,0.123,0.247,0.11,0.158
"Nebraska",2007,3463.87943903062,32.3,"No","No","No",1774571,NA,NA,NA,50.1,49.9,91,32,78.5,4.8,11.3,2.4,"0.8","N/A",2.1,0.256,0.105,0.123,0.247,0.11,0.158
"New Hampshire",2020,1245.28370935573,NA,"Yes","Yes","No",1366275,18.3,77923,16.2,50.1,49.9,93,37,89.8,1.3,3.9,2.6,"N/A","N/A",2.1,0.193,0.071,0.132,0.236,0.144,0.226
"New Hampshire",2019,1374.50276789172,NA,"Yes","Yes","No",1360783,17.7,77900,2.6,50.1,49.9,93,37,89.8,1.3,3.9,2.6,"N/A","N/A",2.1,0.193,0.071,0.132,0.236,0.144,0.226
"New Hampshire",2018,1448.50439427691,NA,"Yes","Yes","No",1353465,20.5,81346,2.7,50.1,49.9,93,37,89.8,1.3,3.9,2.6,"N/A","N/A",2.1,0.193,0.071,0.132,0.236,0.144,0.226
"New Hampshire",2017,1570.04875656317,NA,"Yes","Yes","No",1349767,19.6,74801,2.9,50.1,49.9,93,37,89.8,1.3,3.9,2.6,"N/A","N/A",2.1,0.193,0.071,0.132,0.236,0.144,0.226
"New Hampshire",2016,1722.15293461122,45,"No","Yes","No",1335015,17.9,76260,2.9,50.1,49.9,93,37,89.8,1.3,3.9,2.6,"N/A","N/A",2.1,0.193,0.071,0.132,0.236,0.144,0.226
"New Hampshire",2015,1965.62542524646,NA,"No","Yes","No",1330111,18.4,75675,3.8,50.1,49.9,93,37,89.8,1.3,3.9,2.6,"N/A","N/A",2.1,0.193,0.071,0.132,0.236,0.144,0.226
"New Hampshire",2014,2162.88302073199,NA,"No","Yes","No",1327996,18.2,73397,4.7,50.1,49.9,93,37,89.8,1.3,3.9,2.6,"N/A","N/A",2.1,0.193,0.071,0.132,0.236,0.144,0.226
"New Hampshire",2013,2537.47119345298,43.1,"No","Yes","No",1322616,18.4,71322,5.5,50.1,49.9,93,37,89.8,1.3,3.9,2.6,"N/A","N/A",2.1,0.193,0.071,0.132,0.236,0.144,0.226
"New Hampshire",2012,2641.83950418313,NA,"No","No","No",1321617,NA,NA,NA,50.1,49.9,93,37,89.8,1.3,3.9,2.6,"N/A","N/A",2.1,0.193,0.071,0.132,0.236,0.144,0.226
"New Hampshire",2011,2702.97547364675,NA,"No","No","No",1317807,15.4,65880,5.4,50.1,49.9,93,37,89.8,1.3,3.9,2.6,"N/A","N/A",2.1,0.193,0.071,0.132,0.236,0.144,0.226
"New Hampshire",2010,2387.1379784585,NA,"No","No","No",1316807,16.2,66633,6.1,50.1,49.9,93,37,89.8,1.3,3.9,2.6,"N/A","N/A",2.1,0.193,0.071,0.132,0.236,0.144,0.226
"New Hampshire",2009,2320.59339788234,NA,"No","No","No",1324575,16,64131,6.3,50.1,49.9,93,37,89.8,1.3,3.9,2.6,"N/A","N/A",2.1,0.193,0.071,0.132,0.236,0.144,0.226
"New Hampshire",2008,2249.18662207053,NA,"No","No","No",1315809,15.4,66176,3.8,50.1,49.9,93,37,89.8,1.3,3.9,2.6,"N/A","N/A",2.1,0.193,0.071,0.132,0.236,0.144,0.226
"New Hampshire",2007,2029.36858008798,44.2,"No","No","No",1315828,NA,NA,NA,50.1,49.9,93,37,89.8,1.3,3.9,2.6,"N/A","N/A",2.1,0.193,0.071,0.132,0.236,0.144,0.226
"New Jersey",2020,1353.55751296585,31,"No","Yes","No",8882371,NA,85245,15.5,48.6,51.4,90,40,54.5,12.4,21,9.6,"0.1","N/A",2.4,0.233,0.072,0.116,0.282,0.126,0.171
"New Jersey",2019,1541.05302084362,31,"No","Yes","No",8891258,15.4,85800,3.4,48.6,51.4,90,40,54.5,12.4,21,9.6,"0.1","N/A",2.4,0.233,0.072,0.116,0.282,0.126,0.171
"New Jersey",2018,1617.04474160269,NA,"No","Yes","No",8886025,17.9,74176,4.3,48.6,51.4,90,40,54.5,12.4,21,9.6,"0.1","N/A",2.4,0.233,0.072,0.116,0.282,0.126,0.171
"New Jersey",2017,1807.83284729567,NA,"No","Yes","No",8888543,17.4,72997,4.5,48.6,51.4,90,40,54.5,12.4,21,9.6,"0.1","N/A",2.4,0.233,0.072,0.116,0.282,0.126,0.171
"New Jersey",2016,1780.63702996163,30.4,"No","Yes","No",8978416,17.3,68468,5,48.6,51.4,90,40,54.5,12.4,21,9.6,"0.1","N/A",2.4,0.233,0.072,0.116,0.282,0.126,0.171
"New Jersey",2015,1886.64865371201,30.4,"No","Yes","No",8935421,16.9,68357,6.3,48.6,51.4,90,40,54.5,12.4,21,9.6,"0.1","N/A",2.4,0.233,0.072,0.116,0.282,0.126,0.171
"New Jersey",2014,1994.26234533235,30.5,"No","Yes","No",8938844,17.3,65243,7.1,48.6,51.4,90,40,54.5,12.4,21,9.6,"0.1","N/A",2.4,0.233,0.072,0.116,0.282,0.126,0.171
"New Jersey",2013,2170.02700554856,29.8,"No","Yes","No",8911502,18.7,61782,9,48.6,51.4,90,40,54.5,12.4,21,9.6,"0.1","N/A",2.4,0.233,0.072,0.116,0.282,0.126,0.171
"New Jersey",2012,2336.64710176168,31.3,"No","Yes","No",8867749,NA,NA,NA,48.6,51.4,90,40,54.5,12.4,21,9.6,"0.1","N/A",2.4,0.233,0.072,0.116,0.282,0.126,0.171
"New Jersey",2011,2455.32058378863,31.3,"No","Yes","No",8834773,14.1,62338,9.3,48.6,51.4,90,40,54.5,12.4,21,9.6,"0.1","N/A",2.4,0.233,0.072,0.116,0.282,0.126,0.171
"New Jersey",2010,2387.57633449638,34.9,"No","Yes","No",8799593,14.2,62968,9.4,48.6,51.4,90,40,54.5,12.4,21,9.6,"0.1","N/A",2.4,0.233,0.072,0.116,0.282,0.126,0.171
"New Jersey",2009,2391.18329109313,NA,"No","No","No",8707739,13.8,64777,9.2,48.6,51.4,90,40,54.5,12.4,21,9.6,"0.1","N/A",2.4,0.233,0.072,0.116,0.282,0.126,0.171
"New Jersey",2008,2619.89959069,NA,"No","No","No",8682661,14.1,65306,5.5,48.6,51.4,90,40,54.5,12.4,21,9.6,"0.1","N/A",2.4,0.233,0.072,0.116,0.282,0.126,0.171
"New Jersey",2007,2542.35590472857,42.7,"No","No","No",8685920,NA,NA,NA,48.6,51.4,90,40,54.5,12.4,21,9.6,"0.1","N/A",2.4,0.233,0.072,0.116,0.282,0.126,0.171
"New Mexico",2020,3620.15440206351,57,"Yes","Yes","No",2106319,16.2,51243,9.5,48.7,51.3,86,27,36.7,1.7,49.5,1.6,"8.6999999999999993","N/A",1.8,0.235,0.095,0.117,0.229,0.117,0.208
"New Mexico",2019,4002.8881224061,51,"Yes","Yes","No",2099634,16,51900,5.2,48.7,51.3,86,27,36.7,1.7,49.5,1.6,"8.6999999999999993","N/A",1.8,0.235,0.095,0.117,0.229,0.117,0.208
"New Mexico",2018,4222.16604921488,50,"No","Yes","No",2092741,16.1,48283,5.1,48.7,51.3,86,27,36.7,1.7,49.5,1.6,"8.6999999999999993","N/A",1.8,0.235,0.095,0.117,0.229,0.117,0.208
"New Mexico",2017,4689.27268862303,49.5,"No","Yes","No",2093395,16.5,47855,6.6,48.7,51.3,86,27,36.7,1.7,49.5,1.6,"8.6999999999999993","N/A",1.8,0.235,0.095,0.117,0.229,0.117,0.208
"New Mexico",2016,4628.05787961439,49.1,"No","Yes","No",2085432,14.3,48451,6.5,48.7,51.3,86,27,36.7,1.7,49.5,1.6,"8.6999999999999993","N/A",1.8,0.235,0.095,0.117,0.229,0.117,0.208
"New Mexico",2015,4368.73416115151,47,"No","Yes","No",2080328,15,45119,6.6,48.7,51.3,86,27,36.7,1.7,49.5,1.6,"8.6999999999999993","N/A",1.8,0.235,0.095,0.117,0.229,0.117,0.208
"New Mexico",2014,4139.97728195738,47,"No","Yes","No",2085567,15.6,46686,6.7,48.7,51.3,86,27,36.7,1.7,49.5,1.6,"8.6999999999999993","N/A",1.8,0.235,0.095,0.117,0.229,0.117,0.208
"New Mexico",2013,4405.97155103635,NA,"No","Yes","No",2086895,15.6,42127,7,48.7,51.3,86,27,36.7,1.7,49.5,1.6,"8.6999999999999993","N/A",1.8,0.235,0.095,0.117,0.229,0.117,0.208
"New Mexico",2012,4163.77895312785,NA,"No","Yes","No",2083540,NA,NA,NA,48.7,51.3,86,27,36.7,1.7,49.5,1.6,"8.6999999999999993","N/A",1.8,0.235,0.095,0.117,0.229,0.117,0.208
"New Mexico",2011,4110.93803068687,NA,"No","Yes","No",2078674,12.1,41982,7.4,48.7,51.3,86,27,36.7,1.7,49.5,1.6,"8.6999999999999993","N/A",1.8,0.235,0.095,0.117,0.229,0.117,0.208
"New Mexico",2010,4013.8669924629,NA,"No","Yes","No",2065913,12.2,45134,8.4,48.7,51.3,86,27,36.7,1.7,49.5,1.6,"8.6999999999999993","N/A",1.8,0.235,0.095,0.117,0.229,0.117,0.208
"New Mexico",2009,4354.84216073178,NA,"No","Yes","No",2009671,11.9,43542,7.2,48.7,51.3,86,27,36.7,1.7,49.5,1.6,"8.6999999999999993","N/A",1.8,0.235,0.095,0.117,0.229,0.117,0.208
"New Mexico",2008,4559.06097494603,NA,"No","Yes","No",1984356,12.8,42102,4.2,48.7,51.3,86,27,36.7,1.7,49.5,1.6,"8.6999999999999993","N/A",1.8,0.235,0.095,0.117,0.229,0.117,0.208
"New Mexico",2007,4389.98636997028,43.8,"No","Yes","No",1969915,NA,NA,NA,48.7,51.3,86,27,36.7,1.7,49.5,1.6,"8.6999999999999993","N/A",1.8,0.235,0.095,0.117,0.229,0.117,0.208
"Nevada",2020,2386.89668379825,NA,"Yes","Yes","Yes",3138259,18.8,62043,28.5,50.1,49.9,87,25,47.8,9.2,29.3,8.5,"0.9","0.6",3.7,0.234,0.088,0.127,0.261,0.12,0.17
"Nevada",2019,2826.54392706545,NA,"Yes","Yes","Yes",3090771,16.9,63300,4.5,50.1,49.9,87,25,47.8,9.2,29.3,8.5,"0.9","0.6",3.7,0.234,0.088,0.127,0.261,0.12,0.17
"Nevada",2018,2996.45794775019,NA,"Yes","Yes","Yes",3027341,20,61864,4.8,50.1,49.9,87,25,47.8,9.2,29.3,8.5,"0.9","0.6",3.7,0.234,0.088,0.127,0.261,0.12,0.17
"Nevada",2017,3195.49321172586,NA,"Yes","Yes","Yes",2972405,17.5,56550,5.3,50.1,49.9,87,25,47.8,9.2,29.3,8.5,"0.9","0.6",3.7,0.234,0.088,0.127,0.261,0.12,0.17
"Nevada",2016,3260.89545170305,27.5,"Yes","Yes","Yes",2939254,16.5,55431,6.2,50.1,49.9,87,25,47.8,9.2,29.3,8.5,"0.9","0.6",3.7,0.234,0.088,0.127,0.261,0.12,0.17
"Nevada",2015,3372.50906629474,27.52,"No","Yes","No",2883758,18,52008,7.3,50.1,49.9,87,25,47.8,9.2,29.3,8.5,"0.9","0.6",3.7,0.234,0.088,0.127,0.261,0.12,0.17
"Nevada",2014,3263.13708896335,28.63,"No","Yes","No",2838281,17.1,49875,8.8,50.1,49.9,87,25,47.8,9.2,29.3,8.5,"0.9","0.6",3.7,0.234,0.088,0.127,0.261,0.12,0.17
"Nevada",2013,3441.34717824935,29.2,"No","Yes","No",2791494,16.6,45369,10.6,50.1,49.9,87,25,47.8,9.2,29.3,8.5,"0.9","0.6",3.7,0.234,0.088,0.127,0.261,0.12,0.17
"Nevada",2012,3422.69003911625,30.24,"No","Yes","No",2754354,NA,NA,NA,50.1,49.9,87,25,47.8,9.2,29.3,8.5,"0.9","0.6",3.7,0.234,0.088,0.127,0.261,0.12,0.17
"Nevada",2011,3144.34263176703,29.08,"No","Yes","no",2720028,17.3,47043,13.5,50.1,49.9,87,25,47.8,9.2,29.3,8.5,"0.9","0.6",3.7,0.234,0.088,0.127,0.261,0.12,0.17
"Nevada",2010,3436.51163728057,20.03,"No","Yes","no",2704283,18.3,51200,14.9,50.1,49.9,87,25,47.8,9.2,29.3,8.5,"0.9","0.6",3.7,0.234,0.088,0.127,0.261,0.12,0.17
"Nevada",2009,3757.80574593704,NA,"No","Yes","No",2643085,17.9,51434,11.8,50.1,49.9,87,25,47.8,9.2,29.3,8.5,"0.9","0.6",3.7,0.234,0.088,0.127,0.261,0.12,0.17
"Nevada",2008,4171.92434178266,NA,"No","Yes","No",2600167,16.4,54744,6.7,50.1,49.9,87,25,47.8,9.2,29.3,8.5,"0.9","0.6",3.7,0.234,0.088,0.127,0.261,0.12,0.17
"Nevada",2007,4528.48737536944,NA,"No","Yes","No",2565382,NA,NA,NA,50.1,49.9,87,25,47.8,9.2,29.3,8.5,"0.9","0.6",3.7,0.234,0.088,0.127,0.261,0.12,0.17
"New York",2020,1774.47884797342,43,"No","Yes","No",19336776,17.7,71117,16.2,48.1,51.9,87,37,55.2,14,19.3,8.6,"0.2","N/A",2.7,0.221,0.091,0.129,0.239,0.134,0.186
"New York",2019,1747.13410704578,43,"No","Yes","No",19463131,17.3,72100,3.9,48.1,51.9,87,37,55.2,14,19.3,8.6,"0.2","N/A",2.7,0.221,0.091,0.129,0.239,0.134,0.186
"New York",2018,1792.3641003687,43,"No","Yes","No",19530351,18.5,67274,4.4,48.1,51.9,87,37,55.2,14,19.3,8.6,"0.2","N/A",2.7,0.221,0.091,0.129,0.239,0.134,0.186
"New York",2017,1858.71687506722,43,"No","Yes","No",19590719,18.4,62447,4.6,48.1,51.9,87,37,55.2,14,19.3,8.6,"0.2","N/A",2.7,0.221,0.091,0.129,0.239,0.134,0.186
"New York",2016,1913.3571677682,43,"No","Yes","No",19836286,17.7,61437,4.8,48.1,51.9,87,37,55.2,14,19.3,8.6,"0.2","N/A",2.7,0.221,0.091,0.129,0.239,0.134,0.186
"New York",2015,1986.87073492964,NA,"No","Yes","No",19747183,16.2,58005,5.6,48.1,51.9,87,37,55.2,14,19.3,8.6,"0.2","N/A",2.7,0.221,0.091,0.129,0.239,0.134,0.186
"New York",2014,2101.81773548627,NA,"No","Yes","No",19748858,18.5,54310,6.8,48.1,51.9,87,37,55.2,14,19.3,8.6,"0.2","N/A",2.7,0.221,0.091,0.129,0.239,0.134,0.186
"New York",2013,2214.52623113292,NA,"No","No","No",19695680,18.3,53843,8.2,48.1,51.9,87,37,55.2,14,19.3,8.6,"0.2","N/A",2.7,0.221,0.091,0.129,0.239,0.134,0.186
"New York",2012,2323.25345286669,NA,"No","No","No",19576125,NA,NA,NA,48.1,51.9,87,37,55.2,14,19.3,8.6,"0.2","N/A",2.7,0.221,0.091,0.129,0.239,0.134,0.186
"New York",2011,2303.91163481016,NA,"No","No","No",19501616,15.9,50636,8.2,48.1,51.9,87,37,55.2,14,19.3,8.6,"0.2","N/A",2.7,0.221,0.091,0.129,0.239,0.134,0.186
"New York",2010,2352.13794584084,NA,"No","No","No",19395206,15.5,49781,8.5,48.1,51.9,87,37,55.2,14,19.3,8.6,"0.2","N/A",2.7,0.221,0.091,0.129,0.239,0.134,0.186
"New York",2009,2320.66162122131,NA,"No","No","No",19541453,14.9,50216,8.4,48.1,51.9,87,37,55.2,14,19.3,8.6,"0.2","N/A",2.7,0.221,0.091,0.129,0.239,0.134,0.186
"New York",2008,2391.53872308872,NA,"No","No","No",19490297,15.5,50461,5.4,48.1,51.9,87,37,55.2,14,19.3,8.6,"0.2","N/A",2.7,0.221,0.091,0.129,0.239,0.134,0.186
"New York",2007,2392.67014268881,39.9,"No","No","No",19297729,NA,NA,NA,48.1,51.9,87,37,55.2,14,19.3,8.6,"0.2","N/A",2.7,0.221,0.091,0.129,0.239,0.134,0.186
"Ohio",2020,2159.08932503348,NA,"No","Yes","No",11693217,18.6,58116,16.4,49.3,50.7,90,28,78.6,12.2,4,2.3,"0.1","N/A",2.8,0.23,0.094,0.125,0.217,0.14,0.194
"Ohio",2019,2352.4801036754,32,"No","Yes","No",11696507,16.9,58600,4.2,49.3,50.7,90,28,78.6,12.2,4,2.3,"0.1","N/A",2.8,0.23,0.094,0.125,0.217,0.14,0.194
"Ohio",2018,2503.13004733246,NA,"No","Yes","No",11676341,20.1,61633,4.5,49.3,50.7,90,28,78.6,12.2,4,2.3,"0.1","N/A",2.8,0.23,0.094,0.125,0.217,0.14,0.194
"Ohio",2017,2702.11346256544,NA,"No","Yes","No",11664129,19.1,59768,5.2,49.3,50.7,90,28,78.6,12.2,4,2.3,"0.1","N/A",2.8,0.23,0.094,0.125,0.217,0.14,0.194
"Ohio",2016,2896.98804582883,32.69,"No","Yes","No",11622554,19.6,53985,5,49.3,50.7,90,28,78.6,12.2,4,2.3,"0.1","N/A",2.8,0.23,0.094,0.125,0.217,0.14,0.194
"Ohio",2015,2913.51467330284,32.43,"No","No","No",11605090,19.3,53301,5.2,49.3,50.7,90,28,78.6,12.2,4,2.3,"0.1","N/A",2.8,0.23,0.094,0.125,0.217,0.14,0.194
"Ohio",2014,3066.71605875934,31.47,"No","No","No",11596998,18.2,49644,6.4,49.3,50.7,90,28,78.6,12.2,4,2.3,"0.1","N/A",2.8,0.23,0.094,0.125,0.217,0.14,0.194
"Ohio",2013,3215.82992748448,30.78,"No","No","No",11572005,19,46398,7.6,49.3,50.7,90,28,78.6,12.2,4,2.3,"0.1","N/A",2.8,0.23,0.094,0.125,0.217,0.14,0.194
"Ohio",2012,3507.8413621499,29.29,"No","No","No",11553031,NA,NA,NA,49.3,50.7,90,28,78.6,12.2,4,2.3,"0.1","N/A",2.8,0.23,0.094,0.125,0.217,0.14,0.194
"Ohio",2011,3602.71854960317,27.57,"No","No","No",11541007,16.7,44648,8.6,49.3,50.7,90,28,78.6,12.2,4,2.3,"0.1","N/A",2.8,0.23,0.094,0.125,0.217,0.14,0.194
"Ohio",2010,3580.71715920862,27.15,"No","No","No",11537968,15.9,45886,10,49.3,50.7,90,28,78.6,12.2,4,2.3,"0.1","N/A",2.8,0.23,0.094,0.125,0.217,0.14,0.194
"Ohio",2009,3603.03032797076,28.76,"No","No","No",11542645,16.4,45879,10.2,49.3,50.7,90,28,78.6,12.2,4,2.3,"0.1","N/A",2.8,0.23,0.094,0.125,0.217,0.14,0.194
"Ohio",2008,3759.90234992264,31.26,"No","No","No",11485910,16.8,46934,6.5,49.3,50.7,90,28,78.6,12.2,4,2.3,"0.1","N/A",2.8,0.23,0.094,0.125,0.217,0.14,0.194
"Ohio",2007,3798.48393426062,34.12,"No","No","No",11466917,NA,NA,NA,49.3,50.7,90,28,78.6,12.2,4,2.3,"0.1","N/A",2.8,0.23,0.094,0.125,0.217,0.14,0.194
"Oklahoma",2020,3164.2016156118,25,"No","Yes","No",3980783,13.9,53840,12.6,48.9,51.1,88,26,65,6.9,11.1,2.1,"7.7","0.1",7.1,0.261,0.096,0.111,0.252,0.113,0.167
"Oklahoma",2019,3302.03732898121,NA,"No","Yes","No",3960676,14.3,54400,3.1,48.9,51.1,88,26,65,6.9,11.1,2.1,"7.7","0.1",7.1,0.261,0.096,0.111,0.252,0.113,0.167
"Oklahoma",2018,3377.86959407244,NA,"No","Yes","No",3940235,14.6,54434,3.6,48.9,51.1,88,26,65,6.9,11.1,2.1,"7.7","0.1",7.1,0.261,0.096,0.111,0.252,0.113,0.167
"Oklahoma",2017,3346.35257740347,20.1,"No","No","No",3932640,13.1,55006,4.3,48.9,51.1,88,26,65,6.9,11.1,2.1,"7.7","0.1",7.1,0.261,0.096,0.111,0.252,0.113,0.167
"Oklahoma",2016,3464.87701363381,25.1,"No","No","No",3921207,14.5,50943,4.5,48.9,51.1,88,26,65,6.9,11.1,2.1,"7.7","0.1",7.1,0.261,0.096,0.111,0.252,0.113,0.167
"Oklahoma",2015,3347.50809614748,NA,"No","No","No",3907414,13.9,47077,4.1,48.9,51.1,88,26,65,6.9,11.1,2.1,"7.7","0.1",7.1,0.261,0.096,0.111,0.252,0.113,0.167
"Oklahoma",2014,3440.99020262346,22,"No","No","No",3879610,13.7,47199,4.7,48.9,51.1,88,26,65,6.9,11.1,2.1,"7.7","0.1",7.1,0.261,0.096,0.111,0.252,0.113,0.167
"Oklahoma",2013,3726.98162890418,22,"No","No","No",3853118,15.4,43777,5.2,48.9,51.1,88,26,65,6.9,11.1,2.1,"7.7","0.1",7.1,0.261,0.096,0.111,0.252,0.113,0.167
